reviews,reviewers,date_reviews,rating,course_id
Very well explained! great instructors and excellent use cases!,By Valeria O B,"Aug 02, 2020",5,excel-essentials
Very engaging course! Professor Bloom is very good at presenting ideas in a clear and organized fashion. The videos weren't too long so you don't lose focus. I highly recommend taking this course if you are interested in psychology and are wondering if you should pursue it later on in life.  ,By Tamara,"May 29, 2020",5,introduction-psychology
"excelente profesor, todo queda claro, todo es muy concreto, lo recomiendo ampliamente",By Fátima M O,"Mar 04, 2019",5,finanzas-empresariales
Great beginners course. I'll be taking the additional classes to continue my education!,By Edwin M,"Mar 23, 2020",5,technical-support-fundamentals
Very eye-opening course. Well explained concepts. Would recommend.,By Julian C,"Aug 17, 2020",5,addiction-and-the-brain
Excellent insights on marketing strategies for beginners.,By Sumit M,"Apr 14, 2019",5,wharton-marketing
very helpfulthanks,By Abdelhafid B A,"Oct 15, 2017",5,etudier-en-france
Comprehensive and detail explanation with case study help begineer understand basics of negotiation skill ,By Rico A F,"Jul 23, 2020",5,negotiation-skills
"Teach English Now! Foundational principles is an easy, understandable and almost intuitive first step towards a TESOL certificate. The course professors seem to be genuinely enthusiastic people. ",By Polina M,"Aug 15, 2016",5,english-principles
Excellent instructors and content.. Thanks,By sachin s,"Sep 27, 2019",5,what-is-datascience
Videos are not boring at all. ,By Myriam P V C,"Dec 15, 2018",5,english-principles
"Fabuloso, uno de los mejores cursos que he realizado. Buenos vídeos, exámenes complicados y material complementario de calidad.",By Mario P R,"Aug 31, 2017",5,pap
"muy completo, me gustó",By Eduardo A,"Nov 12, 2019",5,gcp-fundamentals
Beautifully Explained.The assignments were also good.,By KUNAL M,"Jun 12, 2020",5,python-data
"This course is good for the beginners, but as I'm not a beginner I complete the course just by doing assignments and quizzes.",By SHAIK T,"Sep 25, 2020",5,python
"Very comprehensive course and great teacher also very funny, I consider this course to be one of the best I ever enrolled in, learned a great deal I recommend this course especially if you are a beginner.",By Abdesamed B ,"May 02, 2020",5,python
Excellent course with contemporary examples,By Mahfud S,"Apr 19, 2020",5,marketing-digital
good!,By GIUSEPPE M,"May 15, 2020",5,biohacking-your-brains-health
"Thank you very much for this course, i have a hospitality background and always wanted to learn about luxury companies and this course definitely helped! Great job!",By Denisa N,"Oct 17, 2016",5,mafash
It was an amazing course. My gratitude to Dr. Charles Severance. His explanations of topics were great.,By Oleg A,"Sep 23, 2020",5,python
The course is very appropriate and enough for you to understand the basics of AWS and how it works. It'll increase your interest in learning and diving more into the AWS cloud.,By Nikita N,"May 24, 2020",5,aws-fundamentals-going-cloud-native
It`s a very good course that covers some of the most fundamental concepts behind algorithms!,By Alex Z,"Sep 01, 2016",5,algorithmic-toolbox
"I love design and this course has broaden my idea about design, thank you cousera for this wonderful opportunity",By zuokemefa o p,"Jan 07, 2020",5,fundamentals-of-graphic-design
"It is the best course I have ever done in my life including my graduation subjects, post graduation subjects. it's simply awesome the way it has been taught, It has always been interesting never too long and boring at any point of time. he additional video, the informal conversation, the special connect Steve Sir made with us.(me), just amazing!! It has not taught psychology in a way- I would ever thing of teaching anyone anything. One slight thing that I found- would be useful is brief summary of the whole lecture. key points. (though it is something- I would like to do at my own, afterall there has to be some effort and contribution from student. My final words is a great Thank you and a hug to steve Sir, and thanks to Coursera. Superb!",By Amit K,"Mar 24, 2018",5,introduction-psych
It changed my thinking and behavior totally. It's a must learn for everyone from my side to the one who seeks knowledge.,By Raj G,"Dec 22, 2016",5,understanding-arguments
el curso fue realmente dinámico y entretenido. mis felicitaciones para el profesor por captar la atención del alumno y entregar herramientas tan necesarias para trabajar en aula. me encantó el curso. gracias por la oportunidad. mucho éxito. ,By PIERA F T S,"Jul 01, 2020",5,aulaconstructivista
Really Good. ,By Gabriela B,"May 23, 2020",5,learn-korean
"Very good.Super recomendo, ele é começa devagar e explica com todos os detalhes sobre as diversas áreas de games",By Yumi O,"May 04, 2016",5,game-development
This course is very informative,By Nguyen T T K,"Aug 03, 2019",5,spectroscopy
Professional course,By Turki M A,"Nov 02, 2018",5,antibiotic-stewardship
very good,By Jean d M S,"May 24, 2020",5,covid-19-what-you-need-to-know
Great Introduction to Data science,By Vasanthaenian S,"Mar 23, 2020",5,what-is-datascience
Indeed a very good course.Instructor is capable of teaching efficientl. Thanks coursera for this opportunit.   ,By Khandoker M R,"May 02, 2020",5,professional-emails-english
The professor has his way of explaining and giving examples for clearer understandings.,By Tirisara E,"May 25, 2020",5,introduction-psychology
Excelente,By Mario B M,"Jul 28, 2020",5,contabilidad
"Just a superb course, very enjoyable, not to mention helpful in understanding today's world.",By Karen A D,"Feb 26, 2016",5,modern-world-2
Gg,By Ganesh A,"Apr 25, 2019",5,microeconomics
